*******************************************************************************
Ephemeris / WWW_USER Thu Mar 11 18:44:53 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mercury (199)                   {source: DE431mx}
Center body name: Sun (10)                        {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1900-Mar-03 00:00:00.0000 TDB
Stop  time      : A.D. 1900-Mar-05 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2415081.500000000, A.D. 1900-Mar-03 00:00:00.0000,  1.740350569155302E+07,  4.265388787996890E+07,  1.876875074926749E+06,
2415081.500694444, A.D. 1900-Mar-03 00:01:00.0000,  1.740021518595043E+07,  4.265510655076056E+07,  1.877277338184197E+06,
2415081.501388889, A.D. 1900-Mar-03 00:02:00.0000,  1.739692459552741E+07,  4.265632501362254E+07,  1.877679592290506E+06,
2415081.502083333, A.D. 1900-Mar-03 00:03:00.0000,  1.739363392029946E+07,  4.265754326854758E+07,  1.878081837243663E+06,
2415081.502777778, A.D. 1900-Mar-03 00:04:00.0000,  1.739034316028208E+07,  4.265876131552839E+07,  1.878484073041657E+06,
2415081.503472222, A.D. 1900-Mar-03 00:05:00.0000,  1.738705231549077E+07,  4.265997915455770E+07,  1.878886299682453E+06,
2415081.504166667, A.D. 1900-Mar-03 00:06:00.0000,  1.738376138594103E+07,  4.266119678562829E+07,  1.879288517164038E+06,
2415081.504861111, A.D. 1900-Mar-03 00:07:00.0000,  1.738047037164836E+07,  4.266241420873284E+07,  1.879690725484399E+06,
2415081.505555556, A.D. 1900-Mar-03 00:08:00.0000,  1.737717927262828E+07,  4.266363142386415E+07,  1.880092924641509E+06,
2415081.506250000, A.D. 1900-Mar-03 00:09:00.0000,  1.737388808889628E+07,  4.266484843101492E+07,  1.880495114633352E+06,
2415081.506944444, A.D. 1900-Mar-03 00:10:00.0000,  1.737059682046787E+07,  4.266606523017792E+07,  1.880897295457909E+06,
2415081.507638889, A.D. 1900-Mar-03 00:11:00.0000,  1.736730546735855E+07,  4.266728182134589E+07,  1.881299467113156E+06,
2415081.508333333, A.D. 1900-Mar-03 00:12:00.0000,  1.736401402958384E+07,  4.266849820451157E+07,  1.881701629597085E+06,
2415081.509027778, A.D. 1900-Mar-03 00:13:00.0000,  1.736072250715924E+07,  4.266971437966771E+07,  1.882103782907670E+06,
2415081.509722222, A.D. 1900-Mar-03 00:14:00.0000,  1.735743090010025E+07,  4.267093034680707E+07,  1.882505927042894E+06,
2415081.510416667, A.D. 1900-Mar-03 00:15:00.0000,  1.735413920842240E+07,  4.267214610592239E+07,  1.882908062000740E+06,
