*******************************************************************************
Ephemeris / WWW_USER Thu Mar 11 18:42:42 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mercury (199)                   {source: DE431mx}
Center body name: Sun (10)                        {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1850-Jan-27 00:00:00.0000 TDB
Stop  time      : A.D. 1850-Jan-29 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2396784.500000000, A.D. 1850-Jan-27 00:00:00.0000,  1.447036737135814E+07,  4.364803060364026E+07,  2.223261430193335E+06,
2396784.500694444, A.D. 1850-Jan-27 00:01:00.0000,  1.446700850658042E+07,  4.364906403453386E+07,  2.223655237035230E+06,
2396784.501388889, A.D. 1850-Jan-27 00:02:00.0000,  1.446364957096747E+07,  4.365009725170743E+07,  2.224049032989381E+06,
2396784.502083333, A.D. 1850-Jan-27 00:03:00.0000,  1.446029056453548E+07,  4.365113025515515E+07,  2.224442818053814E+06,
2396784.502777778, A.D. 1850-Jan-27 00:04:00.0000,  1.445693148730062E+07,  4.365216304487116E+07,  2.224836592226580E+06,
2396784.503472222, A.D. 1850-Jan-27 00:05:00.0000,  1.445357233927909E+07,  4.365319562084960E+07,  2.225230355505690E+06,
2396784.504166667, A.D. 1850-Jan-27 00:06:00.0000,  1.445021312048708E+07,  4.365422798308464E+07,  2.225624107889190E+06,
2396784.504861111, A.D. 1850-Jan-27 00:07:00.0000,  1.444685383094076E+07,  4.365526013157044E+07,  2.226017849375105E+06,
2396784.505555556, A.D. 1850-Jan-27 00:08:00.0000,  1.444349447065633E+07,  4.365629206630114E+07,  2.226411579961468E+06,
2396784.506250000, A.D. 1850-Jan-27 00:09:00.0000,  1.444013503964997E+07,  4.365732378727093E+07,  2.226805299646309E+06,
2396784.506944444, A.D. 1850-Jan-27 00:10:00.0000,  1.443677553793788E+07,  4.365835529447394E+07,  2.227199008427668E+06,
2396784.507638889, A.D. 1850-Jan-27 00:11:00.0000,  1.443341596553625E+07,  4.365938658790436E+07,  2.227592706303569E+06,
2396784.508333333, A.D. 1850-Jan-27 00:12:00.0000,  1.443005632246126E+07,  4.366041766755634E+07,  2.227986393272052E+06,
2396784.509027778, A.D. 1850-Jan-27 00:13:00.0000,  1.442669660872910E+07,  4.366144853342405E+07,  2.228380069331134E+06,
2396784.509722222, A.D. 1850-Jan-27 00:14:00.0000,  1.442333682435598E+07,  4.366247918550166E+07,  2.228773734478861E+06,
2396784.510416667, A.D. 1850-Jan-27 00:15:00.0000,  1.441997696935808E+07,  4.366350962378334E+07,  2.229167388713261E+06,
